credits,dept_num,instructor,keyword,session,term,title,university
6,MACC 500 001,"Lansford, Benjamin N.",account,MBA Full Term Spring,Summer Semester 2018,INTERNSHIP IN ACCOUNTING,rice university
3,SMGT 350 904,"Haptonstall, Clark D.",ethic,Summer Session 2,Summer Semester 2018,SPORT ETHICS,rice university
3,SMGT 350 905,"Haptonstall, Clark D.",ethic,Summer Session 2,Summer Semester 2018,SPORT ETHICS,rice university
3,SMGT 350 906,"Haptonstall, Clark D.",ethic,Summer Session 3,Summer Semester 2018,SPORT ETHICS,rice university
3,EDUC 304 001,"Radigan, Judy A.",gender,Summer Session 2,Summer Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
3,EDUC 504 001,"Radigan, Judy A.",gender,Summer Session 2,Summer Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
1.5,MGMT 561 001,"Sauer, Nancy L.",govern,PMBA First Year 1,Summer Semester 2018,BUSINESS-GOVERNMENT RELATIONS,rice university
3,SMGT 364 001,"Jones, Karen L.",law,Summer Session 2,Summer Semester 2018,SPORT LAW,rice university
3,PHIL 101 003,"Kao, Ya-Yun",moral,Summer Session 3,Summer Semester 2018,CONTEMPORARY MORAL ISSUES,rice university
3,PHIL 100 001,"Suffis, Maxwell",philosoph,Summer Session 1,Summer Semester 2018,PROBLEMS OF PHILOSOPHY,rice university
4,ECON 611 001,"Krane, James M.",polit,1st Half of Full Term,Summer Semester 2018,GEOPOLITICS OF ENERGY,rice university
4,ECON 614 001,"Monaldi Marturet, Francisco J.",polit,1st Half of Full Term,Summer Semester 2018,POLITICAL ECONOMY OF OIL,rice university
3,EDUC 304 001,"Radigan, Judy A.",race,Summer Session 2,Summer Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
3,EDUC 504 001,"Radigan, Judy A.",race,Summer Session 2,Summer Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
3,ANTH 201 001,"Mitchell, Beverly M.",social,Summer Session 3,Summer Semester 2018,INTRO TO SOCIAL/CULTURAL ANTH,rice university
3,PSYC 202 001,"Corrington, Abigail R.",social,Summer Session 1,Summer Semester 2018,INTRO TO SOCIAL PSYCHOLOGY,rice university
3,SPPO 392 701,"Duno-Gottberg, Luis",societ,Summer Session 6,Summer Semester 2018,COMTEMP SPAN CULTURE & SOCIETY,rice university
3,BUSI 305 001,"Naranjo Olivares, Patricia L.",account,Full Term,Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
3,BUSI 305 002,"Naranjo Olivares, Patricia L.",account,Full Term,Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
3,MACC 501 001,"Miles, Jonathan E.
Butler, Lee Ann E.",account,MBA Full Term Fall,Fall Semester 2018,ETHICS IN ACCOUNTING,rice university
1.5,MACC 514 001,"Ramesh, Krishnamoorthy",account,MBA Module 2,Fall Semester 2018,FAIR VALUE ACCOUNTING,rice university
1.5,MACC 581 001,"Fralic, Bradley W.",account,MBA Term II,Fall Semester 2018,GOVT AND NFP ACCOUNTING,rice university
3,MGMP 501 001,"Lansford, Benjamin N.",account,PMBA First Year 1,Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMP 501 002,"Lansford, Benjamin N.",account,PMBA First Year 1,Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
1.5,MGMP 602 001,"Johnston, Ricky M.",account,MBA Term II,Fall Semester 2018,ACCOUNTING-BASED VALUATION,rice university
1.5,MGMP 602 002,"Johnston, Ricky M.",account,PMBA Second Year 6,Fall Semester 2018,ACCOUNTING-BASED VALUATION,rice university
3,MGMT 501 001,"Akins, Brian K.",account,MBA Full Term Fall,Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMT 501 002,"Akins, Brian K.",account,MBA Full Term Fall,Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMT 801 001,"Rountree, Brian R.",account,EMBA Term I,Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMW 501 001,"Akins, Brian K.",account,PMBA First Year 3 (Weekend),Fall Semester 2018,FINANCIAL ACCOUNTING,rice university
3,ENGL 200 001,"Waligora-Davis, Nicole",critic,Full Term,Fall Semester 2018,CRITICAL READING AND WRITING,rice university
3,ENGL 200 002,"Wilson, Clinton E.",critic,Full Term,Fall Semester 2018,CRITICAL READING AND WRITING,rice university
3,ENGL 200 003,"Ellenzweig, Sarah",critic,Full Term,Fall Semester 2018,CRITICAL READING AND WRITING,rice university
3,HURC 502 001,"Bailar, Melissa A.",critic,Full Term,Fall Semester 2018,CRITICAL PLATFORM STUDIES,rice university
1,LPAP 195 004,"Councill, Cathryn A.",critic,CTIS 2,Fall Semester 2018,CRITICAL THINKING IN SEXUALITY,rice university
1,LPAP 195 005,"Vogt, Allison M.",critic,CTIS 2,Fall Semester 2018,CRITICAL THINKING IN SEXUALITY,rice university
1,LPAP 195 006,"Councill, Cathryn A.",critic,CTIS 2,Fall Semester 2018,CRITICAL THINKING IN SEXUALITY,rice university
1,LPAP 195 007,"Vogt, Allison M.",critic,CTIS 2,Fall Semester 2018,CRITICAL THINKING IN SEXUALITY,rice university
3,POLI 360 001,"Homola, Jonathan",democra,Full Term,Fall Semester 2018,WESTERN EUROPEAN DEMOCRACIES,rice university
3,POLI 457 001,"Jones, Mark P.",democra,Full Term,Fall Semester 2018,CONDITIONS OF DEMOCRACY,rice university
3,POLI 569 001,"Homola, Jonathan",democra,Full Term,Fall Semester 2018,REP. CONTEMPORARY DEMOCRACIES,rice university
2,MGMT 643 001,"Foote, Jill",equit,MBA Full Term Fall,Fall Semester 2018,EQUITY PRACTICUM I WRIGHT FUND,rice university
2,MGMT 644 001,"Foote, Jill",equit,MBA Full Term Fall,Fall Semester 2018,EQUITY PRACTICUM II WRIGHT FND,rice university
3,CEVE 320 001,"Segner, Edmund P.",ethic,Full Term,Fall Semester 2018,ETHICS & ENGINRNG LEADERSHIP,rice university
3,ENGI 320 001,"Segner, Edmund P.",ethic,Full Term,Fall Semester 2018,ETHICS & ENGINRNG LEADERSHIP,rice university
3,MACC 501 001,"Miles, Jonathan E.
Butler, Lee Ann E.",ethic,MBA Full Term Fall,Fall Semester 2018,ETHICS IN ACCOUNTING,rice university
3,PHIL 306 001,"Bradford, Gwendolyn M.",ethic,Full Term,Fall Semester 2018,ETHICS,rice university
3,PHIL 326 001,"Yao, Vida",ethic,Full Term,Fall Semester 2018,HISTORY OF ETHICS,rice university
3,PHIL 336 001,"Kao, Ya-Yun",ethic,Full Term,Fall Semester 2018,TOPICS IN MEDICAL ETHICS,rice university
3,PHIL 506 001,"Bradford, Gwendolyn M.",ethic,Full Term,Fall Semester 2018,SEMINAR IN ETHICS,rice university
3,SMGT 350 001,"Haptonstall, Clark D.",ethic,Full Term,Fall Semester 2018,SPORT ETHICS,rice university
3,AFSC 401 001,,fair,Full Term,Fall Semester 2018,NATIONAL SECURITY AFFAIRS I,rice university
3,GERM 326 002,"Weissenberger, Klaus H.",fair,Full Term,Fall Semester 2018,GERMAN FAIRY TALE: OLD & NEW,rice university
1 TO 6,GLBL 519 001,"Jones, Mark P.",fair,Full Term,Fall Semester 2018,MASTER GLOBAL AFFAIRS INTRNSHP,rice university
3,GLBL 520 001,"Jones, Mark P.",fair,Full Term,Fall Semester 2018,MASTER GLOBAL AFFAIRS CAPSTONE,rice university
3,GLBL 521 001,"Jones, Mark P.",fair,Full Term,Fall Semester 2018,DIR READING IN GLOBAL AFFAIRS,rice university
3,HUMA 372 001,"Weissenberger, Klaus H.",fair,Full Term,Fall Semester 2018,GERMAN FAIRY TALE: OLD & NEW,rice university
1.5,MACC 514 001,"Ramesh, Krishnamoorthy",fair,MBA Module 2,Fall Semester 2018,FAIR VALUE ACCOUNTING,rice university
1 TO 6,UNIV 400 001,"Hutchinson, John S.",fair,Full Term,Fall Semester 2018,STUDENT AFFAIRS INTERNSHIP,rice university
3,FWIS 127 001,"Henry, Brittany A.",femin,First Year Writing,Fall Semester 2018,FEMINIST FABULATIONS,rice university
3,PHIL 111 001,"Yao, Vida",femin,Full Term,Fall Semester 2018,INTRO TO FEMINIST PHILOSOPHY,rice university
3,SWGS 111 001,"Yao, Vida",femin,Full Term,Fall Semester 2018,INTRO TO FEMINIST PHILOSOPHY,rice university
3,ANTH 354 001,"Borodina, Svetlana",gender,Full Term,Fall Semester 2018,DISABILITY AND GENDERED BODIES,rice university
3,EDUC 304 001,"Crear, Shelah F.",gender,Full Term,Fall Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
3,EDUC 504 001,"Crear, Shelah F.",gender,Full Term,Fall Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
3,SOCI 306 001,"Paige, Robin",gender,Full Term,Fall Semester 2018,SOCIOLOGY OF GENDER,rice university
3,SWGS 101 001,"Santos, Stephanie D.",gender,Full Term,Fall Semester 2018,INTRO WOMEN & GENDER,rice university
3,SWGS 101 002,"Burrell, Jalylah",gender,Full Term,Fall Semester 2018,INTRO WOMEN & GENDER,rice university
3,SWGS 317 001,"Riedel, Brian S.",gender,Full Term,Fall Semester 2018,TRANSGENDER STUDIES,rice university
3,SWGS 324 001,"Paige, Robin",gender,Full Term,Fall Semester 2018,SOCIOLOGY OF GENDER,rice university
3,SWGS 353 001,"Borodina, Svetlana",gender,Full Term,Fall Semester 2018,DISABILITY AND GENDERED BODIES,rice university
3,SWGS 498 001,"Howe, Alyssa C.",gender,Full Term,Fall Semester 2018,RES STUDY WOMEN GENDER SXLTY,rice university
3,SWGS 502 001,"Howe, Alyssa C.",gender,Full Term,Fall Semester 2018,"GENDER, DISCIPL, & INTERDISCIP",rice university
3,ENST 441 001,"Wilson, Rick K.",govern,Full Term,Fall Semester 2018,GOVERNING ENVIRONMNTL COMMONS,rice university
1.5,MGMW 561 001,"Schuler, Douglas A.",govern,PMBA Second Year 6,Fall Semester 2018,BUS - GOVERNMENT RELATIONS,rice university
3,POLI 441 001,"Wilson, Rick K.",govern,Full Term,Fall Semester 2018,GOVERNING ENVIRONMNTL COMMONS,rice university
3,ANTH 312 001,"Fleisher, Jeffrey B.",histor,Full Term,Fall Semester 2018,AFRICAN PREHISTORY,rice university
3,ANTH 512 001,"Fleisher, Jeffrey B.",histor,Full Term,Fall Semester 2018,AFRICAN PREHISTORY,rice university
4,ARTS 280 001,"Dove, Charles",histor,Full Term,Fall Semester 2018,HISTORY & AESTHETICS OF FILM,rice university
3,CLAS 201 001,"Siewert, Charles",histor,Full Term,Fall Semester 2018,HISTORY OF PHILOSOPHY I,rice university
1,COLL 128 001,"Taylor, Jackson S.
Beasley, Arch A.",histor,Full Term,Fall Semester 2018,HISTORY OF COLLEGE FOOTBALL,rice university
1,COLL 170 001,"Perez, Joshua A.",histor,Full Term,Fall Semester 2018,THE HISTORY OF BASKETBALL,rice university
3,ENGL 299 001,"Choate, Evan W.",histor,Full Term,Fall Semester 2018,HISTORY AND MEANING,rice university
4,FILM 280 001,"Dove, Charles",histor,Full Term,Fall Semester 2018,HISTORY & AESTHETICS OF FILM,rice university
3,FWIS 140 001,"Derrick, Scott S.",histor,First Year Writing,Fall Semester 2018,"FILM, FICTION, AND HISTORY",rice university
4,HART 280 001,"Dove, Charles",histor,Full Term,Fall Semester 2018,HISTORY & AESTHETICS OF FILM,rice university
3,HART 495 001,"Bader, Graham P.",histor,Full Term,Fall Semester 2018,READINGS IN MEDIA HISTORY,rice university
3,HART 595 001,"Bader, Graham P.",histor,Full Term,Fall Semester 2018,READINGS IN MEDIA HISTORY,rice university
3,HIST 217 001,"Byrd, Alexander X.",histor,Full Term,Fall Semester 2018,HISTORY: THE WORKSHOP,rice university
3,HIST 222 001,"Domingues da Silva, Daniel B.",histor,Full Term,Fall Semester 2018,HISTORY OF EARLY AFRICA,rice university
3,HIST 278 001,"Makdisi, Ussama",histor,Full Term,Fall Semester 2018,MODERN ARAB HISTORY,rice university
3,HIST 312 001,"Lopez Alonso, Moramay",histor,Full Term,Fall Semester 2018,BIOMEDICAL APPROACH TO HISTORY,rice university
3,HIST 321 001,"Hall, Randal L.",histor,Full Term,Fall Semester 2018,US ENVIRONMENTAL HISTORY,rice university
3,HIST 378 001,"Makdisi, Ussama",histor,Full Term,Fall Semester 2018,MODERN ARAB HISTORY,rice university
3,HIST 398 001,"Dow, David R.",histor,Full Term,Fall Semester 2018,TOPICS IN LEGAL HISTORY,rice university
3,HIST 590 001,"Ward, Kerry R.",histor,Full Term,Fall Semester 2018,INTRODUCTION TO WORLD HISTORY,rice university
3,HURC 299 001,"Choate, Evan W.",histor,Full Term,Fall Semester 2018,HISTORY AND MEANING,rice university
3,MDEM 201 001,"Siewert, Charles",histor,Full Term,Fall Semester 2018,HISTORY OF PHILOSOPHY I,rice university
3,MDEM 311 001,"Fleisher, Jeffrey B.",histor,Full Term,Fall Semester 2018,AFRICAN PREHISTORY,rice university
3,PHIL 201 001,"Siewert, Charles",histor,Full Term,Fall Semester 2018,HISTORY OF PHILOSOPHY I,rice university
3,PHIL 326 001,"Yao, Vida",histor,Full Term,Fall Semester 2018,HISTORY OF ETHICS,rice university
3,RELI 559 001,"Kripal, Jeffrey J.",histor,Full Term,Fall Semester 2018,HISTORY AND METHODS: 20TH CENT,rice university
3,SWGS 398 001,"Dow, David R.",histor,Full Term,Fall Semester 2018,TOPICS IN LEGAL HISTORY,rice university
3,THEA 315 001,"Swackhamer, Leslie A.",histor,Full Term,Fall Semester 2018,INTRO TO THEATRE HISTORY,rice university
3,PJHC 371 001,"Strassmann, Diana L.",justic,Full Term,Fall Semester 2018,"POVERTY, JUSTICE, CAPABILITIES",rice university
3,ECON 239 001,"Warden, David E.",law,Full Term,Fall Semester 2018,LAW AND ECONOMICS,rice university
3,HUMA 315 001,"LaBove, Shannon D.",law,Full Term,Fall Semester 2018,COMMUNICATION LAW,rice university
1.5,MGMT 961 001,"Stuart, Laurence E.",law,PMBA Second Year 4,Fall Semester 2018,BUSINESS LAW,rice university
1.5,MGMT 962 001,"Stuart, Laurence E.",law,PMBA Second Year 6,Fall Semester 2018,APPLIED CONTRACT LAW,rice university
3,PLST 305 001,"Ramirez, Rodolfo",law,Full Term,Fall Semester 2018,INTRODUCTION TO LAW,rice university
3,POLI 321 001,"Cuthbertson, Gilbert M.",law,Full Term,Fall Semester 2018,AMER CONSTITUTIONAL LAW,rice university
3,SMGT 364 001,"Jones, Karen L.",law,Full Term,Fall Semester 2018,SPORT LAW,rice university
3,SMGT 364 002,"Jones, Karen L.",law,Full Term,Fall Semester 2018,SPORT LAW,rice university
3,SOCI 325 001,"Werth, Robert J.",law,Full Term,Fall Semester 2018,SOCIOLOGY OF LAW,rice university
3,HIST 398 001,"Dow, David R.",legal,Full Term,Fall Semester 2018,TOPICS IN LEGAL HISTORY,rice university
3,PLST 401 001,"Warden, David E.",legal,Full Term,Fall Semester 2018,LJSS LEGAL PRACTICUM,rice university
3,SWGS 398 001,"Dow, David R.",legal,Full Term,Fall Semester 2018,TOPICS IN LEGAL HISTORY,rice university
3,PHIL 101 001,"Burkett, Daniel",moral,Full Term,Fall Semester 2018,CONTEMPORARY MORAL ISSUES,rice university
3,CLAS 201 001,"Siewert, Charles",philosoph,Full Term,Fall Semester 2018,HISTORY OF PHILOSOPHY I,rice university
3,MDEM 201 001,"Siewert, Charles",philosoph,Full Term,Fall Semester 2018,HISTORY OF PHILOSOPHY I,rice university
3,PHIL 100 001,"Oxtoby, Donald L.",philosoph,Full Term,Fall Semester 2018,PROBLEMS OF PHILOSOPHY,rice university
3,PHIL 111 001,"Yao, Vida",philosoph,Full Term,Fall Semester 2018,INTRO TO FEMINIST PHILOSOPHY,rice university
3,PHIL 201 001,"Siewert, Charles",philosoph,Full Term,Fall Semester 2018,HISTORY OF PHILOSOPHY I,rice university
3,PHIL 302 001,"Miller, Brian T.",philosoph,Full Term,Fall Semester 2018,MODERN PHILOSOPHY,rice university
3,PHIL 308 001,"Crowell, Steven G.",philosoph,Full Term,Fall Semester 2018,CONTINENTAL PHILOSOPHY,rice university
3,PHIL 352 001,"Siewert, Charles",philosoph,Full Term,Fall Semester 2018,PHILOSOPHY OF PSYCHOLOGY,rice university
3,PHIL 501 002,"Morrison, Donald R.",philosoph,Full Term,Fall Semester 2018,ANCIENT & MEDIEVAL PHILOSOPHY,rice university
3,PHIL 508 001,"Crowell, Steven G.",philosoph,Full Term,Fall Semester 2018,SEM CONTINENTAL PHILOSOPHY,rice university
3,SWGS 111 001,"Yao, Vida",philosoph,Full Term,Fall Semester 2018,INTRO TO FEMINIST PHILOSOPHY,rice university
1.5,MGMT 611 001,"Arnold, William M.",polit,MBA Term II,Fall Semester 2018,GEOPOLITICS OF ENERGY,rice university
3,PLST 301 001,"Emden, Christian J.",polit,Full Term,Fall Semester 2018,MODERN POLITICAL THOUGHT,rice university
3,POLI 210 001,"Ragsdale, Lyn K.",polit,Full Term,Fall Semester 2018,INTRO TO AMERICAN POLITICS,rice university
3,POLI 212 001,"Ambler, John S.",polit,Full Term,Fall Semester 2018,INTRO TO COMPARATIVE POLITICS,rice university
1,POLI 307 001,"Alford, John R.",polit,Full Term,Fall Semester 2018,POLITICAL SCIENCE INTERNSHIP,rice university
3,POLI 325 001,"Hayes, Matthew J.",polit,Full Term,Fall Semester 2018,AFRICAN AMERICAN POLITICS,rice university
3,POLI 336 001,"Brace, Paul R.",polit,Full Term,Fall Semester 2018,POLITICS OF REGULATION,rice university
3,POLI 365 001,"Rusk, Jerrold G.",polit,Full Term,Fall Semester 2018,BRITISH POLITICS,rice university
3,POLI 373 001,"Birol, Cem",polit,Full Term,Fall Semester 2018,WAR AND POLITICS,rice university
3,POLI 535 001,"Hayes, Matthew J.",polit,Full Term,Fall Semester 2018,"RACE,ETHNICITY&AMER POLITICS",rice university
3,POLI 577 001,"Leeds, Brett A.",polit,Full Term,Fall Semester 2018,DOMESTIC POLITICS & INT'L RELA,rice university
3,POLI 593 001,"Hamm, Keith E.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 002,"Alford, John R.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 003,"Brace, Paul R.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 004,"Cuthbertson, Gilbert M.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 005,"Marschall, Melissa J.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 006,"Rusk, Jerrold G.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 007,"Stein, Robert M.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 008,"Wilson, Rick K.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 593 009,"Hayes, Matthew J.",polit,Full Term,Fall Semester 2018,DIRECTED READING-AMER POLITICS,rice university
3,POLI 597 001,"Stevenson, Randolph T.",polit,Full Term,Fall Semester 2018,DIR READ-COMPARATIVE POLITICS,rice university
3,POLI 597 002,,polit,Full Term,Fall Semester 2018,DIR READ-COMPARATIVE POLITICS,rice university
3,POLI 597 003,"Jones, Mark P.",polit,Full Term,Fall Semester 2018,DIR READ-COMPARATIVE POLITICS,rice university
3,POLI 597 004,,polit,Full Term,Fall Semester 2018,DIR READ-COMPARATIVE POLITICS,rice university
3,POLI 597 005,"Schwindt-Bayer, Leslie A.",polit,Full Term,Fall Semester 2018,DIR READ-COMPARATIVE POLITICS,rice university
1,POLI 599 001,"Stoll, Richard J.",polit,Full Term,Fall Semester 2018,TEACHING POLITICAL SCIENCE,rice university
2,AFSC 201 001,,power,Full Term,Fall Semester 2018,EVOLUTION OF AIR POWER I,rice university
2,AFSC 201 002,,power,Full Term,Fall Semester 2018,EVOLUTION OF AIR POWER I,rice university
3,ASIA 318 001,"Galipeau, Brendan A.",power,Full Term,Fall Semester 2018,"ASIA: NATURE, CULTURE, & POWER",rice university
1.5,MGMT 784 001,"Miles, Jonathan E.",power,MBA Term I,Fall Semester 2018,POWER & INFLUENCE IN ORGS,rice university
1.5,MGMT 784 002,"Miles, Jonathan E.",power,MBA Term II,Fall Semester 2018,POWER & INFLUENCE IN ORGS,rice university
3,EDUC 304 001,"Crear, Shelah F.",race,Full Term,Fall Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
3,EDUC 504 001,"Crear, Shelah F.",race,Full Term,Fall Semester 2018,"RACE, CLASS, GENDER IN EDUC",rice university
3,HIST 421 001,"Byrd, Alexander X.",race,Full Term,Fall Semester 2018,"RACE, EDUCATION & SOCIETY",rice university
3,HIST 521 001,"Byrd, Alexander X.",race,Full Term,Fall Semester 2018,"RACE, EDUCATION & SOCIETY",rice university
3,POLI 535 001,"Hayes, Matthew J.",race,Full Term,Fall Semester 2018,"RACE,ETHNICITY&AMER POLITICS",rice university
3,SOCI 424 001,"Bratter, Jenifer L.",race,Full Term,Fall Semester 2018,RACE AND ETHNICITY SEMINAR,rice university
3,SOCI 524 001,"Bratter, Jenifer L.",race,Full Term,Fall Semester 2018,RACE AND ETHNICITY SEMINAR,rice university
3,ASIA 231 001,"Schmanko, Mark",religi,Full Term,Fall Semester 2018,AMERICAN METAPHYSICAL RELIGION,rice university
3,FSEM 100 001,"Fanger, Claire L.",religi,Full Term,Fall Semester 2018,ROMANCING RELIGION,rice university
3,FWIS 146 001,"Bakker, Justine M.",religi,First Year Writing,Fall Semester 2018,RELIGION AND SCIENCE FICTION,rice university
3,FWIS 184 001,"Homewood, Nathanael J.",religi,First Year Writing,Fall Semester 2018,RELIGION AND SPORTS IN AMERICA,rice university
3,MDEM 100 001,"Fanger, Claire L.",religi,Full Term,Fall Semester 2018,ROMANCING RELIGION,rice university
3,RELI 100 001,"Fanger, Claire L.",religi,Full Term,Fall Semester 2018,ROMANCING RELIGION,rice university
3,RELI 101 001,"Kripal, Jeffrey J.",religi,Full Term,Fall Semester 2018,INTRO TO THE STUDY OF RELIGION,rice university
3,RELI 157 001,"Pinn, Anthony B.",religi,Full Term,Fall Semester 2018,RELIGION AND HIP HOP,rice university
3,RELI 216 001,"Pinn, Anthony B.",religi,Full Term,Fall Semester 2018,RELIGION & BLACK LIVES MATTER,rice university
3,RELI 231 001,"Schmanko, Mark",religi,Full Term,Fall Semester 2018,AMERICAN METAPHYSICAL RELIGION,rice university
3,RELI 301 002,"Stroup, John M.",religi,Full Term,Fall Semester 2018,NIETZSCHE & RELIGIOUS THOUGHT,rice university
3,RELI 311 001,"Pinn, Anthony B.",religi,Full Term,Fall Semester 2018,RELIGION AND HIP HOP,rice university
3,RELI 334 002,"Parsons, William B.",religi,Full Term,Fall Semester 2018,PSYCHOLOGY OF RELIGION,rice university
3,RELI 362 001,"Clements, Niki K.",religi,Full Term,Fall Semester 2018,RELIGION AND SCIENCE,rice university
3,RELI 395 001,"Stroup, John M.",religi,Full Term,Fall Semester 2018,LOSING YOUR RELIGION IN FILM,rice university
3,RELI 503 001,"Stroup, John M.",religi,Full Term,Fall Semester 2018,LOSING YOUR RELIGION IN FILM,rice university
3,RELI 515 002,"Stroup, John M.",religi,Full Term,Fall Semester 2018,NIETZSCHE & RELIGIOUS THOUGHT,rice university
3,RELI 563 001,"Clements, Niki K.",religi,Full Term,Fall Semester 2018,RELIGION AND SCIENCE,rice university
.75,MGMW 560 001,"Windsor, Duane",respons,PMBA ILE 2,Fall Semester 2018,CORP SOCIAL RESPONSIBILITY,rice university
1,UNIV 594 001,"Cherukuri, Paul",respons,Full Term,Fall Semester 2018,RESPONSIBLE CONDUCT OF RES,rice university
2,MGMT 643 001,"Foote, Jill",right,MBA Full Term Fall,Fall Semester 2018,EQUITY PRACTICUM I WRIGHT FUND,rice university
2,MGMT 644 001,"Foote, Jill",right,MBA Full Term Fall,Fall Semester 2018,EQUITY PRACTICUM II WRIGHT FND,rice university
3,AFSC 401 001,,secur,Full Term,Fall Semester 2018,NATIONAL SECURITY AFFAIRS I,rice university
3,COMP 436 001,"Chen, Ang",secur,Full Term,Fall Semester 2018,SECURE & CLOUD COMPUTING,rice university
3,COMP 536 001,"Chen, Ang",secur,Full Term,Fall Semester 2018,SECURE & CLOUD COMPUTING,rice university
3,ELEC 410 001,"Chen, Ang",secur,Full Term,Fall Semester 2018,SECURE & CLOUD COMPUTING,rice university
3,ELEC 510 001,"Chen, Ang",secur,Full Term,Fall Semester 2018,SECURE & CLOUD COMPUTING,rice university
3,GLBL 552 001,"Birenbaum, Cory S.",secur,Full Term,Fall Semester 2018,INTERNATIONAL SECURITY,rice university
1.5,MGMT 674 001,"Duarte, Jefferson",secur,MBA Term I,Fall Semester 2018,REAL ESTATE FINANCE:SECURITIES,rice university
3,ANTH 424 001,"Faubion, James D.",social,Full Term,Fall Semester 2018,CULTURAL AND SOCIAL THOUGHT,rice university
3,ANTH 624 001,"Faubion, James D.",social,Full Term,Fall Semester 2018,CULTURAL AND SOCIAL THOUGHT,rice university
3,EDUC 466 001,"Whitford, Sheila D.",social,Full Term,Fall Semester 2018,THEORY AND METHODS:SOCIAL STUD,rice university
3,EDUC 566 001,"Whitford, Sheila D.",social,Full Term,Fall Semester 2018,THEORY AND METHODS:SOCIAL STUD,rice university
.75,MGMW 560 001,"Windsor, Duane",social,PMBA ILE 2,Fall Semester 2018,CORP SOCIAL RESPONSIBILITY,rice university
3,POLI 500 001,"Wilson, Rick K.",social,Full Term,Fall Semester 2018,SOCIAL SCIENTIFIC THINKING I,rice university
3,POLI 574 001,"Morgan, T C.",social,Full Term,Fall Semester 2018,COLLECTIVE SOCIAL CHOICE,rice university
3,PSYC 202 001,"Parsons, Sandra V.",social,Full Term,Fall Semester 2018,INTRO TO SOCIAL PSYCHOLOGY,rice university
3,PSYC 202 002,"Hebl, Michelle R.",social,Full Term,Fall Semester 2018,INTRO TO SOCIAL PSYCHOLOGY,rice university
1 TO 3,PSYC 624 001,"Hebl, Michelle R.",social,Full Term,Fall Semester 2018,SOCIAL/ORG PSYC RESEARCH SEM,rice university
1 TO 3,PSYC 624 002,"Hebl, Michelle R.",social,Full Term,Fall Semester 2018,SOCIAL/ORG PSYC RESEARCH SEM,rice university
3,SOCI 380 001,"Besbris, Max",social,Full Term,Fall Semester 2018,SOCIAL THEORY,rice university
3,SOPA 200 001,"Marschall, Melissa J.",social,Full Term,Fall Semester 2018,APPROACHES TO SOCIAL POLICY,rice university
3,ARCH 105 001,"Rubaii, Jessica K.",societ,Full Term,Fall Semester 2018,"ENVIRONMENT, CULTURE & SOCIETY",rice university
3,ENST 100 001,"Rubaii, Jessica K.",societ,Full Term,Fall Semester 2018,"ENVIRONMENT, CULTURE & SOCIETY",rice university
3,FREN 321 001,"Fette, Julie",societ,Full Term,Fall Semester 2018,INTRO FRENCH SOCIETY & CULTURE,rice university
3,FWIS 153 001,"Nittrouer, Christine L.",societ,First Year Writing,Fall Semester 2018,DISABILITY AND SOCIETY,rice university
3,HIST 236 001,"Tannoury-Karam, Sana",societ,Full Term,Fall Semester 2018,MIDDLE EAST:SOCIETY/STATE/ECON,rice university
3,HIST 421 001,"Byrd, Alexander X.",societ,Full Term,Fall Semester 2018,"RACE, EDUCATION & SOCIETY",rice university
3,HIST 521 001,"Byrd, Alexander X.",societ,Full Term,Fall Semester 2018,"RACE, EDUCATION & SOCIETY",rice university
3,MLSC 558 001,"Solomon, Scott E.",societ,MLS Fall Session,Fall Semester 2018,EVOLUTION AND SOCIETY,rice university
3,SOCI 358 001,"Werth, Robert J.",societ,Full Term,Fall Semester 2018,"CRIME, PUNISHMENT AND SOCIETY",rice university
