credits,dept_num,instructor,keyword,term,title,university
3,MGT 565,"Keim, Taylor",polic,Summer 2019,"Business and Public Policy
(LEL)",arizona state university-tempe
3,TEL 505,Newsome,polic,Summer 2019,American Educational Policy,arizona state university-tempe
1,ACC 101,Drake,account,Fall 2017,Accountancy LEAP Program,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2017,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2017,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2017,Uses of Accounting Info I,arizona state university-tempe
3,ACC 231,Wolfe,account,Fall 2017,Uses of Accounting Info I,arizona state university-tempe
3,ACC 232,Srinivasan,account,Fall 2017,Financial Accounting I,arizona state university-tempe
3,ACC 232,Srinivasan,account,Fall 2017,Financial Accounting I,arizona state university-tempe
3,ACC 232,Wadhera,account,Fall 2017,Financial Accounting I,arizona state university-tempe
3,ACC 232,Fox,account,Fall 2017,Financial Accounting I,arizona state university-tempe
3,ACC 241,Geiger,account,Fall 2017,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,Geiger,account,Fall 2017,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,Clausen,account,Fall 2017,Uses of Accounting Info II,arizona state university-tempe
3,ACC 241,Clausen,account,Fall 2017,Uses of Accounting Info II,arizona state university-tempe
3,ACC 261,Fox,account,Fall 2017,Honors Fund of Fin Accounting,arizona state university-tempe
3,ACC 271,Geiger,account,Fall 2017,Honors Fund of Mgr Accounting,arizona state university-tempe
3,ACC 271,Geiger,account,Fall 2017,Honors Fund of Mgr Accounting,arizona state university-tempe
3,ACC 360,Samuelson,account,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,account,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,account,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Whitecotton,account,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 503,Matejka,account,Fall 2017,Managerial Accounting,arizona state university-tempe
3,ACC 503,Matejka,account,Fall 2017,Managerial Accounting,arizona state university-tempe
3,ACC 513,Huang,account,Fall 2017,Advanced Financial Accounting,arizona state university-tempe
3,ACC 513,Huang,account,Fall 2017,Advanced Financial Accounting,arizona state university-tempe
3,ACC 588,Rykaczewski,account,Fall 2017,"Professional Accounting Resrch
(RSC)",arizona state university-tempe
3,ACC 588,Rykaczewski,account,Fall 2017,"Professional Accounting Resrch
(RSC)",arizona state university-tempe
3,ACC 591,Dawson,account,Fall 2017,Topic: Accounting Analytics,arizona state university-tempe
3,ACC 591,Dawson,account,Fall 2017,Topic: Accounting Analytics,arizona state university-tempe
3,ARS 442,Sweeney,critic,Fall 2017,Critical Issues in Am Painting,arizona state university-tempe
3,ARS 598,Sweeney,critic,Fall 2017,Topic: Critical Issues/Amer Painting,arizona state university-tempe
3,ASB 579,Toon,critic,Fall 2017,"Critical Issues/Museum Studies
(SEM)",arizona state university-tempe
3,CHI 691,Ling,critic,Fall 2017,"Topic: Traditional Chinese Literary Criticism
(SEM)",arizona state university-tempe
3,COM 407,Jones,critic,Fall 2017,Adv Critical Methods in Comm,arizona state university-tempe
3,COM 407,Dutta,critic,Fall 2017,Adv Critical Methods in Comm,arizona state university-tempe
3,COM 691,Brouwer,critic,Fall 2017,"Topic: Critical/Cultural Approaches to Communication
(SEM)",arizona state university-tempe
3,ENG 200,Osuna,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Ellis,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Ellis,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Farmer,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Farmer,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Baldini,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Nestel,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
3,ENG 200,Johnston,critic,Fall 2017,Critical Reading & Writing/Lit,arizona state university-tempe
1,EPA 598,Berliner,critic,Fall 2017,Topic: Critical Perspectives on Instruction and Eval,arizona state university-tempe
3,GLG 327,Heimsath,critic,Fall 2017,Earth's Critical Zone,arizona state university-tempe
3,HED 598,Baxter,critic,Fall 2017,Topic: Critical Issues in HED Internationalization,arizona state university-tempe
3,LPH 411,Hargrove,critic,Fall 2017,Landscape ArchTheory/Criticism,arizona state university-tempe
3,SOS 374,Heimsath,critic,Fall 2017,Earth's Critical Zone,arizona state university-tempe
3,UNI 110,Benefiel-MacDonald,critic,Fall 2017,Critical Reading and Thinking,arizona state university-tempe
3,WST 601,Anderson,critic,Fall 2017,Critical Concepts of Gender,arizona state university-tempe
3,HST 112,"Critchlow, Strand",democra,Fall 2017,Foundations of Democracy,arizona state university-tempe
3,JUS 691,Lee,democra,Fall 2017,"Topic: Democracy, Citizenship, and Globalization",arizona state university-tempe
3,POS 112,"Critchlow, Strand",democra,Fall 2017,Foundations of Democracy,arizona state university-tempe
3,POS 346,Simhony,democra,Fall 2017,Problems of Democracy,arizona state university-tempe
3,APA 350,Casanova,equal,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,CDE 350,Casanova,equal,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,FIS 334,Richter,equal,Fall 2017,"Science, Tech, & Inequality",arizona state university-tempe
3,JUS 334,Richter,equal,Fall 2017,"Science, Tech, & Inequality",arizona state university-tempe
3,JUS 365,Casanova,equal,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,SOC 350,Casanova,equal,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,TCL 360,Casanova,equal,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,EPA 691,"Liou, McGuire",equit,Fall 2017,"Topic: Race and Equity in Ed
(SEM)",arizona state university-tempe
3,SOS 310,Klinsky,equit,Fall 2017,"Equity, Justice & Sustainblity",arizona state university-tempe
3,ACC 360,Samuelson,ethic,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,ethic,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Samuelson,ethic,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,ACC 360,Whitecotton,ethic,Fall 2017,Ethics for Prof Accountants,arizona state university-tempe
3,BIO 312,McGregor,ethic,Fall 2017,Bioethics,arizona state university-tempe
3,BIO 416,"Cohan, Ellison, LaTourelle",ethic,Fall 2017,"Biomedical Research Ethics
(SEM)",arizona state university-tempe
0,,Ellison,ethic,Fall 2017,"After you add the above class, you will be asked to choose from the Recitation related class(es) below


Biomedical Research Ethics (REC)",arizona state university-tempe
0,,Ellison,ethic,Fall 2017,Biomedical Research Ethics (REC),arizona state university-tempe
0,,Ellison,ethic,Fall 2017,Biomedical Research Ethics (REC),arizona state university-tempe
0,,Ellison,ethic,Fall 2017,Biomedical Research Ethics (REC),arizona state university-tempe
3,BIO 516,O'Neil,ethic,Fall 2017,"Foundations of Bioethics
(SEM)",arizona state university-tempe
1,BME 213,Coursen,ethic,Fall 2017,BME Ethics,arizona state university-tempe
3,CEL 194,"Taliaferro, Wright",ethic,Fall 2017,Topic: Great Ideas of Politics and Ethics,arizona state university-tempe
3,CPY 645,Kinnier,ethic,Fall 2017,Professional Issues and Ethics,arizona state university-tempe
3,FAS 581,Doyle,ethic,Fall 2017,"Professional Issues and Ethic
(SEM)",arizona state university-tempe
3,FMP 250,Scott,ethic,Fall 2017,Ethics Survey Film & TV,arizona state university-tempe
3,LES 305,Koretz,ethic,Fall 2017,Business Law&Ethics for Mgrs,arizona state university-tempe
3,LES 305,"El Housni, Koretz",ethic,Fall 2017,Business Law&Ethics for Mgrs,arizona state university-tempe
3,LES 305,Koretz,ethic,Fall 2017,Business Law&Ethics for Mgrs,arizona state university-tempe
1.5,LES 582,Lange,ethic,Fall 2017,Ethical Issues for Managers,arizona state university-tempe
1.5,LES 582,Lange,ethic,Fall 2017,Ethical Issues for Managers,arizona state university-tempe
1.5,LES 582,Lange,ethic,Fall 2017,Ethical Issues for Managers,arizona state university-tempe
1,MGT 791,Lange,ethic,Fall 2017,"Topic: Research Ethics
(SEM)",arizona state university-tempe
3,PHI 105,de Marneffe,ethic,Fall 2017,Intro to Ethics,arizona state university-tempe
3,PHI 105,McElhoes,ethic,Fall 2017,Intro to Ethics,arizona state university-tempe
3,PHI 306,Affolter,ethic,Fall 2017,Applied Ethics,arizona state university-tempe
3,PHI 320,McGregor,ethic,Fall 2017,Bioethics,arizona state university-tempe
3,PHI 335,Watson,ethic,Fall 2017,History of Ethics,arizona state university-tempe
3,PHI 337,Nair,ethic,Fall 2017,Ethical Theory,arizona state university-tempe
3,PHI 338,Portmore,ethic,Fall 2017,Metaethics,arizona state university-tempe
3,PHI 394,Klein,ethic,Fall 2017,Topic: Sports Ethics,arizona state university-tempe
3,POS 368,"Herrera, Pout",ethic,Fall 2017,Ethics and Human Rights,arizona state university-tempe
3,PSB 520,Hranchuk,ethic,Fall 2017,Ethics & Prof Standards in ABA,arizona state university-tempe
3,PUP 520,Ehlenz,ethic,Fall 2017,"Plan Practice, Ethics & Proces",arizona state university-tempe
3,AES 401,"Anderson, Duncan, Padbury, Tevich",fair,Fall 2017,National Security Affairs,arizona state university-tempe
3,ENG 652,Boyd,femin,Fall 2017,Topic: Feminism and Composition Studies,arizona state university-tempe
3,HON 394,Miller,femin,Fall 2017,Topic: MonstrousFeminisms:Gender&SexualityHorrorCinema,arizona state university-tempe
1,WST 191,Vlahoulis,femin,Fall 2017,Topic: All About Feminism,arizona state university-tempe
3,WST 501,Ward,femin,Fall 2017,Foundational Feminist Thought,arizona state university-tempe
3,WST 691,Anderson,femin,Fall 2017,Topic: Feminist Phenomenologies,arizona state university-tempe
3,WST 691,Vlahoulis,femin,Fall 2017,Topic: Feminist Pedagogy,arizona state university-tempe
3,AFR 375,Cox,gender,Fall 2017,"Race, Gender and Sport",arizona state university-tempe
3,ASB 380,SturtzSreetharan,gender,Fall 2017,"Language, Culture & Gender",arizona state university-tempe
3,COM 316,Jones,gender,Fall 2017,Gender and Communication,arizona state university-tempe
3,COM 316,Hanna,gender,Fall 2017,Gender and Communication,arizona state university-tempe
3,COM 316,Flores,gender,Fall 2017,Gender and Communication,arizona state university-tempe
3,COM 316,Santana-Melgoza,gender,Fall 2017,Gender and Communication,arizona state university-tempe
3,COM 316,Booth,gender,Fall 2017,Gender and Communication,arizona state university-tempe
3,COM 316,Booth,gender,Fall 2017,Gender and Communication,arizona state university-tempe
3,HON 394,Miller,gender,Fall 2017,Topic: MonstrousFeminisms:Gender&SexualityHorrorCinema,arizona state university-tempe
3,MHL 598,Norton,gender,Fall 2017,Topic: Music and Gender,arizona state university-tempe
3,WST 100,Vlahoulis,gender,Fall 2017,"Women, Gender, and Society",arizona state university-tempe
3,WST 300,Switzer,gender,Fall 2017,Women & Gender Contempry Soc,arizona state university-tempe
3,WST 335,Young-Scaggs,gender,Fall 2017,"Gender, Race, & Sex in Sci Fi",arizona state university-tempe
3,WST 380,Bellamy,gender,Fall 2017,"Race, Gender, and Class",arizona state university-tempe
3,WST 601,Anderson,gender,Fall 2017,Critical Concepts of Gender,arizona state university-tempe
3,WST 602,Vega,gender,Fall 2017,Mapping Intersections Gender,arizona state university-tempe
3,POS 110,Herrera,govern,Fall 2017,Government and Politics,arizona state university-tempe
3,POS 150,Kittilson,govern,Fall 2017,Comparative Government,arizona state university-tempe
3,POS 310,Courey,govern,Fall 2017,American National Government,arizona state university-tempe
3,UNI 394,Ashlock,govern,Fall 2017,Topic: Student Governance,arizona state university-tempe
3,APH 313,Zygas,histor,Fall 2017,History of Architecture I,arizona state university-tempe
3,ARS 101,Lewis,histor,Fall 2017,Art-Prehistory thru Middle Age,arizona state university-tempe
3,ARS 501,Mesch,histor,Fall 2017,"Methodologies and Art History
(SEM)",arizona state university-tempe
3,CHI 451,Yang,histor,Fall 2017,Chinese Cultural History I,arizona state university-tempe
3,CHI 482,Oh,histor,Fall 2017,History of Chinese Language,arizona state university-tempe
3,CHI 598,Oh,histor,Fall 2017,Topic: History of the Chinese Language,arizona state university-tempe
3,ENG 413,Maring,histor,Fall 2017,History of English Language,arizona state university-tempe
3,FMS 200,Bradley,histor,Fall 2017,Film History,arizona state university-tempe
3,FRE 494,Ossipov,histor,Fall 2017,Topic: History French Language,arizona state university-tempe
1-4,FRE 494,Staff,histor,Fall 2017,Topic: History and Structure of the Film Industry,arizona state university-tempe
3,FRE 521,Ossipov,histor,Fall 2017,History of the French Language,arizona state university-tempe
3,GLG 102,Burt,histor,Fall 2017,Intro Geology II (Historical),arizona state university-tempe
3,GRA 111,Minniss,histor,Fall 2017,Graphic Design History I,arizona state university-tempe
3,HON 370,King,histor,Fall 2017,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Foy,histor,Fall 2017,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Stanford,histor,Fall 2017,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Deluse,histor,Fall 2017,"History of Ideas
(SEM)",arizona state university-tempe
3,HON 370,Popova,histor,Fall 2017,"History of Ideas
(SEM)",arizona state university-tempe
3,HPS 322,Armendt,histor,Fall 2017,History of Science,arizona state university-tempe
3,HST 100,Kefeli Clay,histor,Fall 2017,Global History to 1500,arizona state university-tempe
3,HST 100,Sullivan,histor,Fall 2017,Global History to 1500,arizona state university-tempe
3,HST 101,Benkert,histor,Fall 2017,Global History Since 1500,arizona state university-tempe
1,HST 191,Osburn,histor,Fall 2017,Topic: History in the Making,arizona state university-tempe
1,HST 191,Osburn,histor,Fall 2017,Topic: History in the Making,arizona state university-tempe
3,HST 302,Barth,histor,Fall 2017,Topic: History of Money,arizona state university-tempe
3,HST 303,Vu,histor,Fall 2017,Topic: Modern China: Personal Narratives and Histories,arizona state university-tempe
3,APA 350,Casanova,inequ,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,CDE 350,Casanova,inequ,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,FIS 334,Richter,inequ,Fall 2017,"Science, Tech, & Inequality",arizona state university-tempe
3,JUS 334,Richter,inequ,Fall 2017,"Science, Tech, & Inequality",arizona state university-tempe
3,JUS 365,Casanova,inequ,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,SOC 350,Casanova,inequ,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,TCL 360,Casanova,inequ,Fall 2017,Inequality/Diversity Education,arizona state university-tempe
3,CRJ 100,Scholz,justic,Fall 2017,Intro to Criminal Justice,arizona state university-tempe
3,FMS 494,Olenina,justic,Fall 2017,"Topic: Post-Soviet Cinema: Art, Dissent & Social Justice",arizona state university-tempe
3,JUS 105,Broberg,justic,Fall 2017,Intro to Justice Studies,arizona state university-tempe
3,JUS 105,Shabazz Sanders,justic,Fall 2017,Intro to Justice Studies,arizona state university-tempe
3,JUS 222,Ekeogu,justic,Fall 2017,Drugs and Justice,arizona state university-tempe
3,JUS 294,Pina,justic,Fall 2017,Topic: Breaking Bad: Justice Served?,arizona state university-tempe
3,JUS 301,Broberg,justic,Fall 2017,Research in Justice Studies,arizona state university-tempe
3,JUS 303,You,justic,Fall 2017,Justice Theory,arizona state university-tempe
3,JUS 303,Brown,justic,Fall 2017,Justice Theory,arizona state university-tempe
3,JUS 303,Glover,justic,Fall 2017,Justice Theory,arizona state university-tempe
3,JUS 305,Sandlin,justic,Fall 2017,Principles of Justice Studies,arizona state university-tempe
3,JUS 427,Adelman,justic,Fall 2017,Identity and Justice,arizona state university-tempe
3,JUS 432,Charron-Chenier,justic,Fall 2017,Racial Justice,arizona state university-tempe
3,JUS 438,Lee,justic,Fall 2017,Human Diff:Dilemmas of Justice,arizona state university-tempe
3,JUS 467,Oliverio Lauderdale,justic,Fall 2017,"Terrorism, War, and Justice",arizona state university-tempe
3,JUS 501,Shabazz Sanders,justic,Fall 2017,Justice Theory,arizona state university-tempe
3,JUS 620,Quan,justic,Fall 2017,Justice Research Methodology,arizona state university-tempe
3,JUS 640,Quan,justic,Fall 2017,Theoretical Perspect/Justice,arizona state university-tempe
3,POS 598,Peskin,justic,Fall 2017,Topic: Pol of Transitional Justice:Intl&CompPerspectives,arizona state university-tempe
3,PUP 494,Kelley,justic,Fall 2017,"Topic: Environment, Justice & Cities",arizona state university-tempe
3,PUP 598,Kelley,justic,Fall 2017,"Topic: Environment, Justice & Cities",arizona state university-tempe
3,RUS 494,Olenina,justic,Fall 2017,"Topic: Post-Soviet Cinema: Art, Dissent, & Social Justice",arizona state university-tempe
3,SLC 494,Olenina,justic,Fall 2017,"Topic: Post-Soviet Cinema: Art, Dissent, & Social Justice
(LEL)",arizona state university-tempe
3,SOS 310,Klinsky,justic,Fall 2017,"Equity, Justice & Sustainblity",arizona state university-tempe
3,LAW 210,Forst,law,Fall 2017,"Law, Culture and Community",arizona state university-tempe
3,LAW 210,Barnard,law,Fall 2017,"Law, Culture and Community",arizona state university-tempe
3,LAW 480,"Barnard, Forst",law,Fall 2017,"Business, Law and Society",arizona state university-tempe
3,FMP 417,Bernstein,legal,Fall 2017,"Bus & Legal in Entertainment
(SEM)",arizona state university-tempe
3,FMP 598,Bernstein,legal,Fall 2017,"Topic: Bus & Legal in Entertainment
(RSC)",arizona state university-tempe
3,POS 270,"Hoekstra, Lohse",legal,Fall 2017,American Legal System,arizona state university-tempe
3,HST 302,Damask,libert,Fall 2017,Topic: Liberty & Revolution in Mod. Europe & the Americas,arizona state university-tempe
3,PSY 366,"Cavanaugh Toft, Small",norm,Fall 2017,Abnormal Psychology,arizona state university-tempe
3,PSY 366,"Cavanaugh Toft, Small",norm,Fall 2017,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Lanphier,norm,Fall 2017,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Meier,norm,Fall 2017,Abnormal Psychology,arizona state university-tempe
3,PSY 366,Perez La Mar,norm,Fall 2017,Abnormal Psychology,arizona state university-tempe
3,PSY 443,Luthar,norm,Fall 2017,Abnormal Child Psychology,arizona state university-tempe
3,PSY 443,Hart,norm,Fall 2017,Abnormal Child Psychology,arizona state university-tempe
3,PSY 443,Pina,norm,Fall 2017,Abnormal Child Psychology,arizona state university-tempe
3,AIS 320,Martinez,philosoph,Fall 2017,AI Philosophies & World Views,arizona state university-tempe
3,DCE 501,Jackson,philosoph,Fall 2017,Philosophy of Dance,arizona state university-tempe
3,HON 394,Rigoni,philosoph,Fall 2017,Topic: Political Philosophy and Economics,arizona state university-tempe
3,MUE 573,Belgrave,philosoph,Fall 2017,"Topic: Theory and Philosophy
(SEM)",arizona state university-tempe
3,PHI 101,Watson,philosoph,Fall 2017,Introduction to Philosophy,arizona state university-tempe
3,PHI 101,Botham,philosoph,Fall 2017,Introduction to Philosophy,arizona state university-tempe
3,PHI 101,Portmore,philosoph,Fall 2017,Introduction to Philosophy,arizona state university-tempe
1,PHI 191,de Marneffe,philosoph,Fall 2017,Topic: Philosophy in the Real World,arizona state university-tempe
1,PHI 191,de Marneffe,philosoph,Fall 2017,Topic: Philosophy in the Real World,arizona state university-tempe
3,PHI 300,Bolton,philosoph,Fall 2017,Philosophical Argument/Exposit,arizona state university-tempe
3,PHI 300,Saint,philosoph,Fall 2017,Philosophical Argument/Exposit,arizona state university-tempe
3,PHI 307,McGregor,philosoph,Fall 2017,Philosophy of Law,arizona state university-tempe
3,PHI 314,McElhoes,philosoph,Fall 2017,Philosophy of Science,arizona state university-tempe
3,PHI 329,Affolter,philosoph,Fall 2017,History of Modern Philosophy,arizona state university-tempe
3,AME 294,Nocek,polit,Fall 2017,Topic: Design Politics,arizona state university-tempe
3,CEL 194,"Taliaferro, Wright",polit,Fall 2017,Topic: Great Ideas of Politics and Ethics,arizona state university-tempe
3,CEL 294,German,polit,Fall 2017,Topic: Great Debates in American Politics and Economics,arizona state university-tempe
3,COM 426,Symonds,polit,Fall 2017,Political Communication,arizona state university-tempe
3,ENG 429,Orlich,polit,Fall 2017,Topic: Staging Politics in Modern Europe,arizona state university-tempe
3,HON 394,Rigoni,polit,Fall 2017,Topic: Political Philosophy and Economics,arizona state university-tempe
3,HST 302,Strand,polit,Fall 2017,Topic: War and Political Thought,arizona state university-tempe
3,HST 394,Volek,polit,Fall 2017,Topic: Latin American Political & Cultural Thought,arizona state university-tempe
3,JHR 598,Kirkpatrick,polit,Fall 2017,Topic: American Political Thought,arizona state university-tempe
3,JUS 469,Lauderdale,polit,Fall 2017,Political Deviance and the Law,arizona state university-tempe
1,LIA 194,Kells,polit,Fall 2017,Topic: Discovery Seminar: Big Ideas of Civ Life&Politics,arizona state university-tempe
3,MHL 394,Martinez Figueroa,polit,Fall 2017,Topic: Music and Politics at the US/Mexico Border,arizona state university-tempe
3,POS 110,Herrera,polit,Fall 2017,Government and Politics,arizona state university-tempe
3,POS 160,"Goldenberg, Herrera, Iheduru, Sabeti",polit,Fall 2017,Global Politics,arizona state university-tempe
3,POS 210,Lennon,polit,Fall 2017,Political Ideologies,arizona state university-tempe
3,POS 294,Lennon,polit,Fall 2017,Topic: Speaking Politically,arizona state university-tempe
3,POS 301,Thompson,polit,Fall 2017,Empirical Political Inquiry,arizona state university-tempe
3,POS 350,Shair-Rosenfield,polit,Fall 2017,Comparative Politics,arizona state university-tempe
3,POS 353,Bar,polit,Fall 2017,Compar Politics of Middle East,arizona state university-tempe
3,POS 360,Wright,polit,Fall 2017,World Politics,arizona state university-tempe
3,POS 394,Kao,polit,Fall 2017,Topic: History & Politics of the United Nations: Model I,arizona state university-tempe
3,POS 401,Steen,polit,Fall 2017,Political Statistics,arizona state university-tempe
3,POS 417,Lehman,polit,Fall 2017,Arizona Politics,arizona state university-tempe
3,POS 439,Aubrey,polit,Fall 2017,Minority Grp Politics America,arizona state university-tempe
3,POS 442,Kirkpatrick,polit,Fall 2017,American Political Thought,arizona state university-tempe
3,POS 443,Simhony,polit,Fall 2017,Contemporary Political Theory,arizona state university-tempe
3,POS 486,Thomson,polit,Fall 2017,Internatl Political Economy,arizona state university-tempe
3,POS 503,Fridkin,polit,Fall 2017,Empirical Political Inquiry,arizona state university-tempe
3,POS 550,Shair-Rosenfield,polit,Fall 2017,"Comparative Politics
(SEM)",arizona state university-tempe
3,POS 570,Lewis,polit,Fall 2017,"Politics of Public Policy
(SEM)",arizona state university-tempe
3,POS 598,Bustikova-Siroky,polit,Fall 2017,"Topic: Games, Strategy and Politics",arizona state university-tempe
3,SGS 305,Thompson,polit,Fall 2017,Empirical Political Inquiry,arizona state university-tempe
3,SGS 394,Volek,polit,Fall 2017,Topic: Latin American Political & Cultural Thought,arizona state university-tempe
3,SGS 401,Steen,polit,Fall 2017,Political Statistics,arizona state university-tempe
3,SLC 394,Kao,polit,Fall 2017,"Topic: History & Politics of the United Nations: Model I
(LEL)",arizona state university-tempe
3,SLC 394,Volek,polit,Fall 2017,"Topic: Latin American Political & Cultural Thought
(LEL)",arizona state university-tempe
3,SLC 429,Orlich,polit,Fall 2017,Topic: Staging Politics in Modern Europe,arizona state university-tempe
3,SLC 598,Orlich,polit,Fall 2017,Topic: Staging Politics in Modern Europe,arizona state university-tempe
3,SPA 394,Volek,polit,Fall 2017,Topic: Latin American Political & Cultural Thought,arizona state university-tempe
3,THE 429,Orlich,polit,Fall 2017,Topic: Staging Politics in Modern Europe,arizona state university-tempe
3,THE 598,Orlich,polit,Fall 2017,"Topic: Staging Politics in Modern Europe
(SEM)",arizona state university-tempe
3,WST 440,Weitz,polit,Fall 2017,Politics of Women's Health,arizona state university-tempe
2,AES 201,"Anderson, Duncan, Santos, Tevich",power,Fall 2017,Evol/USAF Air/Space Power I,arizona state university-tempe
2,AES 201,"Anderson, Duncan, Santos, Tevich",power,Fall 2017,Evol/USAF Air/Space Power I,arizona state university-tempe
4,EEE 360,Lei,power,Fall 2017,Energy Sys/Power Electronics,arizona state university-tempe
0,,Lei,power,Fall 2017,"After you add the above class, you will be asked to choose from the Laboratory related class(es) below


Energy Sys/Power Electronics (LAB)",arizona state university-tempe
0,,Lei,power,Fall 2017,Energy Sys/Power Electronics (LAB),arizona state university-tempe
4,EEE 360,Pal,power,Fall 2017,Energy Sys/Power Electronics,arizona state university-tempe
0,,Pal,power,Fall 2017,"After you add the above class, you will be asked to choose from the Laboratory related class(es) below


Energy Sys/Power Electronics (LAB)",arizona state university-tempe
0,,Pal,power,Fall 2017,Energy Sys/Power Electronics (LAB),arizona state university-tempe
0,,Pal,power,Fall 2017,Energy Sys/Power Electronics (LAB),arizona state university-tempe
0,,Pal,power,Fall 2017,Energy Sys/Power Electronics (LAB),arizona state university-tempe
0,,Pal,power,Fall 2017,Energy Sys/Power Electronics (LAB),arizona state university-tempe
0,,Pal,power,Fall 2017,Energy Sys/Power Electronics (LAB),arizona state university-tempe
0,,Pal,power,Fall 2017,Energy Sys/Power Electronics (LAB),arizona state university-tempe
3,EEE 463,Holbert,power,Fall 2017,Electrical Power Plants,arizona state university-tempe
3,EEE 463,Holbert,power,Fall 2017,Electrical Power Plants,arizona state university-tempe
3,EEE 470,Zuloaga,power,Fall 2017,Electric Power Devices,arizona state university-tempe
3,EEE 472,Ayyanar,power,Fall 2017,Power Electronics & Power Mgmt,arizona state university-tempe
3,EEE 472,Ayyanar,power,Fall 2017,Power Electronics & Power Mgmt,arizona state university-tempe
3,EEE 573,Qin,power,Fall 2017,Electric Power Quality,arizona state university-tempe
3,EEE 574,Tylavsky,power,Fall 2017,Computer Solution of Power Sys,arizona state university-tempe
3,EEE 577,Hedman,power,Fall 2017,Power Engr Operations/Planning,arizona state university-tempe
3,EEE 591,Ayyanar,power,Fall 2017,Topic: Power Electronics & Power Mgmt,arizona state university-tempe
3,EEE 591,Holbert,power,Fall 2017,Topic: Elec Power Plant,arizona state university-tempe
3,EEE 591,Holbert,power,Fall 2017,Topic: Elec Power Plant,arizona state university-tempe
3,EEE 591,Zuloaga,power,Fall 2017,Topic: Elec Power Devices,arizona state university-tempe
3,EEE 591,Ayyanar,power,Fall 2017,Topic: Power Electronics & Power Mgmt,arizona state university-tempe
3,EEE 598,Undrill,power,Fall 2017,Topic: Power Plant Control & Monitoring,arizona state university-tempe
1,LIA 194,Morehart,power,Fall 2017,Topic: Discovery Seminar: The Power of the Past,arizona state university-tempe
3,AFR 375,Cox,race,Fall 2017,"Race, Gender and Sport",arizona state university-tempe
3,CDE 356,"Fabes, Hanish",race,Fall 2017,"Race & Child Development
This is a project-based, modular learning class (Project-based) and in addition to enrolling
in the above class, you will be registering for ALL of the classes below.
To register for class block code PROMOD0001, click here: Project-based class registration

 ASU 340-LA (PRO) Promoting Success for all Children
Units:  0
Days:  T Th 
Start:  12:00 PM
End:  1:15 PM
 FAS 460 Leadership and Change
Units:  3
 FAS 498 Perspectives on Caring and Compassion
Units:  3",arizona state university-tempe
3,CRJ 306,Robinson,race,Fall 2017,"Race, Ethnicity, Crime",arizona state university-tempe
3,EPA 691,"Liou, McGuire",race,Fall 2017,"Topic: Race and Equity in Ed
(SEM)",arizona state university-tempe
3,MHL 494,Wells,race,Fall 2017,Topic: Pop Music and Race,arizona state university-tempe
3,MHL 598,Wells,race,Fall 2017,Topic: Pop Music and Race,arizona state university-tempe
3,WST 335,Young-Scaggs,race,Fall 2017,"Gender, Race, & Sex in Sci Fi",arizona state university-tempe
3,WST 380,Bellamy,race,Fall 2017,"Race, Gender, and Class",arizona state university-tempe
1-12,ASB 691,Schober,religi,Fall 2017,Topic: Anthropology of Religion,arizona state university-tempe
